City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,husavik,66.0449,-17.3389,-1.0,81,33,4.92,IS,1670261650
84,bluff,-46.6,168.3333,10.45,87,100,3.1,NZ,1670261650
85,thompson,55.7435,-97.8558,-29.91,63,20,3.6,CA,1670261440
86,barrow,71.2906,-156.7887,3.01,75,0,14.4,US,1670261525
87,provideniya,64.3833,-173.3,-3.04,92,83,7.85,RU,1670261437
88,yellowknife,62.456,-114.3525,-31.36,68,20,2.24,CA,1670261651
89,los llanos de aridane,28.6585,-17.9182,19.86,84,75,2.57,ES,1670261652
90,sibut,5.718,19.0739,28.76,35,38,1.26,CF,1670261652
91,ahipara,-35.1667,173.1667,14.59,91,98,1.99,NZ,1670261652
92,biscarrosse,44.3945,-1.1672,6.97,81,0,3.09,FR,1670261652
93,port elizabeth,-33.918,25.5701,18.94,86,20,5.66,ZA,1670261653
94,odesskoye,54.2111,72.9651,-21.16,93,72,0.72,RU,1670261653
95,porosozero,62.7191,32.727,-6.83,92,98,4.23,RU,1670261654
96,port alfred,-33.5906,26.891,17.32,85,24,0.89,ZA,1670261556
97,georgetown,5.4112,100.3354,27.91,87,20,1.54,MY,1670261414
98,belmonte,-15.8631,-38.8828,25.69,69,100,3.34,BR,1670261654
99,peniche,39.3558,-9.3811,15.72,92,100,2.6,PT,1670261654
100,komsomolskiy,40.4272,71.7189,-0.6,86,100,4.12,UZ,1670261655
101,bumba,2.1833,22.4667,21.72,98,98,1.37,CD,1670261655
102,ames,42.0347,-93.6199,6.49,53,100,3.6,US,1670261416
103,hilo,19.7297,-155.09,24.6,84,0,3.09,US,1670261656
104,kavaratti,10.5669,72.642,27.88,73,22,1.98,IN,1670261656
105,misratah,32.3754,15.0925,20.09,62,59,4.02,LY,1670261657
106,padang,-0.9492,100.3543,24.03,89,100,1.86,ID,1670261607
107,vardo,70.3705,31.1107,-3.01,80,100,7.72,NO,1670261657
108,wanaka,-44.7,169.15,12.28,65,89,1.34,NZ,1670261657
109,kapaa,22.0752,-159.319,22.18,89,100,1.54,US,1670261658
110,bagdarin,54.4333,113.6,-19.4,87,100,2.33,RU,1670261658
111,coahuayana,18.7333,-103.6833,31.41,54,0,2.45,MX,1670261659
112,cap malheureux,-19.9842,57.6142,25.26,68,57,1.34,MU,1670261659
113,hinesville,31.8469,-81.5959,18.98,44,99,1.63,US,1670261659
114,kizhinga,51.8462,109.9097,-11.94,77,100,9.09,RU,1670261660
115,bafra,41.5678,35.9069,13.23,85,95,2.25,TR,1670261660
116,ankazoabo,-22.2833,44.5167,23.5,75,80,4.44,MG,1670261661
117,katobu,-4.9408,122.5276,24.04,91,99,1.19,ID,1670261661
118,te anau,-45.4167,167.7167,10.55,96,100,0.68,NZ,1670261661
119,mackenzie,55.2999,-123.1698,-11.88,85,100,1.03,CA,1670261424
120,kismayo,-0.3582,42.5454,26.49,79,58,4.96,SO,1670261662
121,puerto ayora,-0.7393,-90.3518,25.98,87,71,3.13,EC,1670261662
122,ayan,56.45,138.1667,-11.88,60,100,6.24,RU,1670261662
123,mahebourg,-20.4081,57.7,25.16,73,40,5.66,MU,1670261663
124,saint-philippe,-21.3585,55.7679,24.77,81,90,5.25,RE,1670261663
125,nikki,9.9401,3.2108,29.02,18,45,1.63,BJ,1670261663
126,mayo,38.8876,-76.5119,10.07,62,0,4.12,US,1670261664
127,zhuanghe,39.7008,122.9911,-2.48,37,0,1.77,CN,1670261664
128,trat,12.5,102.5,23.63,89,39,3.33,TH,1670261665
129,hofn,64.2539,-15.2082,0.01,80,40,2.06,IS,1670261665
130,arraial do cabo,-22.9661,-42.0278,28.98,58,20,9.77,BR,1670261665
131,san juan,-31.5375,-68.5364,37.66,14,0,9.26,AR,1670261444
132,matagami,49.7502,-77.6328,-9.94,79,75,4.12,CA,1670261666
133,broken hill,-31.95,141.4333,16.84,41,67,5.67,AU,1670261666
134,pau brasil,-15.4642,-39.6511,26.38,57,100,2.86,BR,1670261666
135,asau,46.4333,26.4,-1.49,99,100,1.49,RO,1670261667
136,westport,41.1415,-73.3579,9.39,45,0,3.09,US,1670261439
137,san patricio,28.017,-97.5169,26.02,61,69,6.89,US,1670261667
138,naze,28.3667,129.4833,14.51,77,100,8.36,JP,1670261668
139,butaritari,3.0707,172.7902,27.13,80,82,7.8,KI,1670261635
140,brownsville,25.9018,-97.4975,27.17,72,40,9.26,US,1670261567
141,tuktoyaktuk,69.4541,-133.0374,-27.0,63,20,10.8,CA,1670261668
142,sao filipe,14.8961,-24.4956,22.73,67,72,2.95,CV,1670261556
143,mineros,-17.1167,-63.2333,39.02,21,35,4.03,BO,1670261668
144,esperance,-33.8667,121.9,15.8,84,100,3.6,AU,1670261669
145,yenagoa,4.9247,6.2642,27.74,78,86,3.87,NG,1670261670
146,santana do matos,-5.9575,-36.6556,34.66,32,86,6.87,BR,1670261670
147,karratha,-20.7377,116.8463,28.08,44,0,7.01,AU,1670261670
148,mar del plata,-38.0023,-57.5575,33.79,75,0,5.36,AR,1670261586
149,beyneu,45.3167,55.2,-5.9,52,97,4.06,KZ,1670261671
150,carnarvon,-24.8667,113.6333,20.7,76,20,7.85,AU,1670261671
151,nouadhibou,20.931,-17.0347,22.99,68,0,5.14,MR,1670261444
152,massakory,12.996,15.7293,28.57,12,0,4.85,TD,1670261672
153,takoradi,4.8845,-1.7554,27.05,79,61,3.73,GH,1670261672
154,ust-nera,64.5667,143.2,-42.39,97,93,1.31,RU,1670261672
155,saskylakh,71.9167,114.0833,-27.78,97,100,6.52,RU,1670261673
156,bonthe,7.5264,-12.505,27.18,77,83,2.79,SL,1670261673
157,hithadhoo,-0.6,73.0833,27.59,74,94,3.65,MV,1670261674
158,kaitangata,-46.2817,169.8464,7.58,96,100,2.64,NZ,1670261674
159,ponta delgada,37.7333,-25.6667,18.06,67,40,6.17,PT,1670261675
160,castro,-24.7911,-50.0119,21.41,86,97,3.22,BR,1670261675
161,mount isa,-20.7333,139.5,18.87,55,0,0.0,AU,1670261675
162,la romana,18.4273,-68.9728,28.2,65,40,6.17,DO,1670261676
163,semey,50.4111,80.2275,-20.8,100,96,1.85,KZ,1670261676
164,alofi,-19.0595,-169.9187,23.94,94,81,1.03,NU,1670261427
165,taoudenni,22.6783,-3.9836,30.03,13,27,2.44,ML,1670261677
166,hornepayne,49.2138,-84.7705,-5.61,82,78,2.59,CA,1670261677
167,ostrovnoy,68.0531,39.5131,-6.9,90,100,8.33,RU,1670261677
168,ambon,-3.6954,128.1814,25.69,15,40,3.6,ID,1670261678
169,panzos,15.4,-89.6667,25.56,81,70,1.3,GT,1670261678
170,sao paulo de olivenca,-3.3783,-68.8725,31.49,58,74,1.02,BR,1670261678
171,puerto del rosario,28.5004,-13.8627,22.86,60,40,5.14,ES,1670261679
172,sibu,2.3,111.8167,25.17,100,40,0.0,MY,1670261679
173,talnakh,69.4865,88.3972,-3.77,96,100,5.34,RU,1670261680
174,laguna,38.421,-121.4238,11.83,92,75,3.6,US,1670261680
175,sitka,57.0531,-135.33,-0.06,86,75,2.06,US,1670261681
176,mumford,5.2618,-0.759,26.92,81,46,4.0,GH,1670261681
177,sarankhola,22.3082,89.7897,17.53,56,0,1.9,BD,1670261681
178,ancud,-41.8697,-73.8203,12.95,95,100,8.22,CL,1670261682
179,phalaborwa,-23.943,31.1411,30.6,71,81,5.61,ZA,1670261682
180,halifax,44.6453,-63.5724,4.01,63,20,2.68,CA,1670261463
181,katsuura,35.1333,140.3,9.9,93,100,7.46,JP,1670261682
182,grindavik,63.8424,-22.4338,-1.74,100,14,2.06,IS,1670261683
183,sioux lookout,50.1001,-91.917,-16.96,71,75,4.12,CA,1670261441
184,paamiut,61.994,-49.6678,2.58,76,94,14.53,GL,1670261683
185,morondava,-20.2833,44.2833,26.83,75,37,1.06,MG,1670261683
186,hovd,48.0056,91.6419,-16.6,81,29,0.92,MN,1670261684
187,grootfontein,-19.5667,18.1167,31.76,19,40,2.06,NA,1670261684
188,aba,5.1066,7.3667,27.35,74,58,4.51,NG,1670261685
189,salinopolis,-0.6136,-47.3561,27.72,72,75,4.93,BR,1670261685
190,akcakoca,41.0866,31.1162,10.62,83,79,2.14,TR,1670261685
191,mmabatho,-25.85,25.6333,26.98,22,0,3.09,ZA,1670261686
192,nikolskoye,59.7035,30.7861,-4.06,96,99,2.63,RU,1670261686
193,tshela,-4.9833,12.9333,24.05,93,99,0.2,CD,1670261686
194,kavieng,-2.5744,150.7967,26.8,80,98,2.32,PG,1670261687
195,quatre cocos,-20.2078,57.7625,25.06,74,78,6.15,MU,1670261687
196,cahors,44.4167,1.3333,4.0,76,48,2.59,FR,1670261687
197,berlevag,70.8578,29.0864,-3.0,80,100,7.72,NO,1670261688
198,piacabucu,-10.4056,-36.4344,26.77,74,33,5.88,BR,1670261688
199,bera,24.0833,89.6167,20.39,64,1,3.62,BD,1670261688
200,torbay,47.6666,-52.7314,5.22,96,100,6.69,CA,1670261439
201,bandarbeyla,9.4942,50.8122,25.74,74,58,8.53,SO,1670261689
202,zhangjiakou,40.81,114.8794,-9.06,29,0,2.06,CN,1670261689
203,ilulissat,69.2167,-51.1,0.01,55,20,0.51,GL,1670261689
204,montepuez,-13.1256,38.9997,22.9,83,82,3.32,MZ,1670261690
205,pisco,-13.7,-76.2167,21.03,73,100,5.14,PE,1670261690
206,lorengau,-2.0226,147.2712,26.04,79,100,2.53,PG,1670261690
207,fairlie,55.756,-4.8556,3.43,83,20,3.69,GB,1670261691
208,kapit,2.0167,112.9333,22.74,99,100,0.32,MY,1670261691
209,san policarpo,12.1791,125.5072,26.87,76,100,4.63,PH,1670261691
210,souris,49.6172,-100.2612,-16.26,77,79,4.86,CA,1670261692
211,qasigiannguit,68.8193,-51.1922,0.14,78,47,3.61,GL,1670261692
212,namatanai,-3.6667,152.4333,25.78,84,100,1.5,PG,1670261692
213,faya,18.3851,42.4509,15.06,73,4,1.8,SA,1670261693
214,mount gambier,-37.8333,140.7667,7.93,86,17,2.56,AU,1670261693
215,fairbanks,64.8378,-147.7164,-12.44,86,75,0.0,US,1670261400
216,turukhansk,65.8167,87.9833,-3.82,96,100,6.2,RU,1670261693
217,tezu,27.9167,96.1667,16.76,37,0,2.05,IN,1670261694
218,pala,9.3642,14.9046,26.52,17,8,2.19,TD,1670261694
219,ugoofaaru,5.6667,73.0,25.26,87,100,6.44,MV,1670261694
220,plettenberg bay,-34.0527,23.3716,15.85,79,20,2.59,ZA,1670261695
221,muros,42.7762,-9.0603,13.8,76,61,2.43,ES,1670261627
222,leh,34.1667,77.5833,-7.48,43,8,1.11,IN,1670261429
223,itaituba,-4.2761,-55.9836,32.09,62,40,3.09,BR,1670261512
224,pangnirtung,66.1451,-65.7125,2.0,75,100,6.17,CA,1670261696
225,tarakan,3.3,117.6333,26.48,81,84,1.39,ID,1670261696
226,chuy,-33.6971,-53.4616,25.8,49,0,4.93,UY,1670261696
227,darhan,49.4867,105.9228,-21.31,88,4,3.07,MN,1670261697
228,saint george,37.1041,-113.5841,10.24,68,100,0.0,US,1670261697
229,kalmunai,7.4167,81.8167,24.57,89,100,3.14,LK,1670261697
230,lincoln,40.8,-96.667,6.27,57,0,6.69,US,1670261439
231,novogurovskiy,54.4678,37.3428,-10.49,87,96,3.25,RU,1670261698
232,neiafu,-18.65,-173.9833,24.38,94,40,0.0,TO,1670261698
233,kaohsiung,22.6163,120.3133,19.97,78,75,3.6,TW,1670261218
234,dingle,10.9995,122.6711,23.99,93,88,3.15,PH,1670261699
235,liverpool,53.4106,-2.9779,6.97,84,20,4.63,GB,1670261439
236,baykit,61.67,96.37,-13.02,89,100,4.0,RU,1670261699
237,guerrero negro,27.9769,-114.0611,19.5,66,52,6.34,MX,1670261519
238,kazanka,47.8462,32.8218,-3.86,61,95,5.35,UA,1670261700
239,pandan,14.0453,124.1694,25.46,84,96,3.63,PH,1670261700
240,beringovskiy,63.05,179.3167,-0.33,98,100,19.23,RU,1670261701
241,nuuk,64.1835,-51.7216,5.34,70,100,15.43,GL,1670261701
242,sola,-13.8833,167.55,27.14,76,93,3.77,VU,1670261701
243,izumo,35.3667,132.7667,6.97,66,98,2.77,JP,1670261702
244,victoria point,-27.5833,153.3,21.62,90,2,2.34,AU,1670261702
245,faanui,-16.4833,-151.75,26.32,77,37,7.99,PF,1670261702
246,emerald,-23.5333,148.1667,22.59,54,1,2.71,AU,1670261703
247,roma,43.2128,-75.4557,7.68,38,0,4.12,US,1670261703
248,bac lieu,9.285,105.7244,25.94,86,100,6.35,VN,1670261703
249,marzuq,14.4,46.4667,17.88,59,4,1.29,YE,1670261704
250,prieska,-29.6641,22.7474,24.82,13,66,4.52,ZA,1670261677
251,sovetskiy,61.3614,63.5842,-16.72,100,97,1.94,RU,1670261705
252,torit,4.4133,32.5678,25.68,57,70,0.84,SS,1670261705
253,prado,-17.3411,-39.2208,25.73,69,100,3.67,BR,1670261705
254,pilot butte,50.4668,-104.4178,-19.08,71,75,2.06,CA,1670261706
255,lagoa,39.05,-27.9833,15.59,77,64,4.78,PT,1670261706
256,harper,4.375,-7.7169,26.61,81,91,2.38,LR,1670261706
257,toledo,39.8333,-4.0,11.84,68,100,2.21,ES,1670261659
258,ponta do sol,32.6667,-17.1,20.56,73,94,2.63,PT,1670261707
259,airai,-8.9266,125.4092,15.27,74,88,0.89,TL,1670261707
260,shihezi,44.3,86.0333,-10.48,87,86,1.62,CN,1670261708
261,chara,56.9064,118.2631,-19.87,76,99,2.3,RU,1670261708
262,bilma,18.6853,12.9164,25.17,17,4,2.21,NE,1670261708
263,mattru,7.6244,-11.8332,27.08,78,100,1.19,SL,1670261709
264,comarapa,-17.9,-64.4833,24.13,31,84,3.84,BO,1670261709
265,basco,20.4487,121.9702,25.14,79,62,15.38,PH,1670261710
266,waipawa,-41.4122,175.5153,12.83,73,29,6.17,NZ,1670261710
267,adrar,20.5022,-10.0711,25.92,23,33,0.78,MR,1670261638
268,porto torres,40.835,8.3972,12.1,68,97,2.76,IT,1670261710
269,kimbe,-5.5502,150.1429,23.76,93,100,1.52,PG,1670261711
270,soller,39.7662,2.7152,16.79,86,66,0.89,ES,1670261711
271,goya,-29.14,-59.2626,39.33,16,0,4.2,AR,1670261711
272,pinsk,52.1229,26.0951,-3.86,90,98,5.91,BY,1670261712
273,ous,60.9058,61.5186,-15.5,99,93,2.29,RU,1670261712
274,noumea,-22.2763,166.4572,26.67,99,100,1.37,NC,1670261173
275,shingu,33.7333,135.9833,8.15,88,100,2.43,JP,1670261712
276,saint-francois,46.4154,3.9054,2.69,87,0,1.03,FR,1670261713
277,port hueneme,34.1478,-119.1951,16.36,89,0,2.06,US,1670261560
278,caravelas,-17.7125,-39.2481,26.62,64,100,3.64,BR,1670261714
279,kruisfontein,-34.0033,24.7314,17.71,82,3,4.54,ZA,1670261561
280,paka,4.6374,103.4368,24.99,94,100,0.0,MY,1670261440
281,whitianga,-36.8333,175.7,13.12,87,33,1.73,NZ,1670261714
282,bambous virieux,-20.3428,57.7575,25.14,73,40,5.66,MU,1670261714
283,kirakira,-10.4544,161.9205,25.98,85,100,1.87,SB,1670261715
284,the valley,18.217,-63.0578,28.92,65,20,4.63,AI,1670261634
285,astoria,46.1879,-123.8313,6.05,95,75,2.06,US,1670261715
286,bealanana,-14.55,48.7333,18.77,87,61,1.37,MG,1670261715
287,tevriz,57.509,72.4042,-23.4,100,37,0.58,RU,1670261716
288,srivardhan,18.0333,73.0167,25.92,77,71,2.72,IN,1670261716
289,muisne,0.6,-80.0333,25.75,70,70,4.46,EC,1670261716
290,linkou,45.3,130.2833,-15.08,80,4,3.97,CN,1670261717
291,kepanjen,-8.1303,112.5727,22.66,94,100,1.03,ID,1670261717
292,witu,-2.3889,40.4382,27.09,80,71,3.29,KE,1670261717
293,labuhan,-6.8844,112.2051,26.08,86,100,2.25,ID,1670261718
294,iracoubo,5.4802,-53.2011,27.78,73,99,4.37,GF,1670261718
295,amasia,40.6533,35.8331,7.85,82,45,1.52,TR,1670261718
296,tiksi,71.6872,128.8694,-24.18,96,100,5.18,RU,1670261719
297,tolaga bay,-38.3667,178.3,14.95,76,39,1.78,NZ,1670261719
298,iquique,-20.2208,-70.1431,21.02,62,41,3.32,CL,1670261704
299,new ulm,44.3125,-94.4605,-0.95,84,100,4.79,US,1670261643
300,saint-georges,12.0564,-61.7485,28.82,65,20,6.17,GD,1670261720
301,harlingen,26.1906,-97.6961,27.16,83,40,8.75,US,1670261695
302,karatau,43.1667,70.4667,-6.85,83,13,1.43,KZ,1670261720
303,ampanihy,-24.7,44.75,28.16,50,70,2.62,MG,1670261720
304,moose factory,51.2585,-80.6094,-11.0,72,40,8.23,CA,1670261721
305,villanueva,15.3167,-88.0,28.91,61,40,4.12,HN,1670261721
306,illela,13.7292,5.2975,28.94,13,17,4.66,NG,1670261721
307,fairview,40.8126,-73.999,9.05,37,0,4.63,US,1670261722
308,yumen,40.2833,97.2,-9.36,84,100,2.4,CN,1670261722
309,elizabeth city,36.2946,-76.2511,13.01,70,0,5.66,US,1670261520
310,estelle,29.8458,-90.1067,25.56,78,75,3.6,US,1670261723
311,caranavi,-15.8167,-67.55,20.9,81,89,1.39,BO,1670261723
312,hakodate,41.7758,140.7367,-1.64,78,77,3.02,JP,1670261723
313,sikonge,-5.6333,32.7667,20.94,66,100,2.0,TZ,1670261724
314,suntar,62.1444,117.6319,-18.66,98,100,1.26,RU,1670261724
315,semnan,35.5729,53.3971,3.79,83,98,0.73,IR,1670261725
316,geraldton,-28.7667,114.6,20.23,77,100,5.66,AU,1670261504
317,hamilton,39.1834,-84.5333,8.82,61,100,4.12,US,1670261630
318,neuquen,-38.9516,-68.0591,31.94,22,0,4.12,AR,1670261440
319,krasnoselkup,65.7,82.4667,-3.28,93,100,7.1,RU,1670261726
320,vryheid,-27.7695,30.7917,18.43,67,100,1.42,ZA,1670261727
321,ruteng,-8.6136,120.4721,16.12,90,100,0.35,ID,1670261727
322,korla,41.7597,86.1469,-4.78,39,85,2.04,CN,1670261727
323,makakilo city,21.3469,-158.0858,21.45,83,20,2.06,US,1670261728
324,xacmaz,41.4635,48.806,2.28,95,100,2.07,AZ,1670261728
325,porto novo,6.4965,2.6036,28.9,78,36,3.85,BJ,1670261602
326,tateyama,34.9833,139.8667,6.72,92,100,10.78,JP,1670261728
327,ati,13.2154,18.3353,27.2,14,20,4.71,TD,1670261729
328,kununurra,-15.7667,128.7333,27.99,83,100,2.06,AU,1670261690
329,sao gabriel da cachoeira,-0.1303,-67.0892,31.89,66,40,1.54,BR,1670261562
330,saurimo,-9.6608,20.3916,18.78,94,94,1.25,AO,1670261492
331,leningradskiy,69.3833,178.4167,-24.35,89,55,3.06,RU,1670261730
332,isangel,-19.55,169.2667,26.21,83,71,1.19,VU,1670261730
333,college,64.8569,-147.8028,-12.45,85,75,0.0,US,1670261673
334,codrington,-38.2667,141.9667,10.31,76,15,4.67,AU,1670261444
335,lompoc,34.6391,-120.4579,14.22,93,20,0.45,US,1670261730
336,georgiyevka,43.0369,74.7114,-5.98,93,75,0.0,KZ,1670261732
337,rockland,41.1668,-74.0496,8.25,48,38,0.45,US,1670261439
338,severo-kurilsk,50.6789,156.125,-5.07,62,100,11.68,RU,1670261732
339,touros,-5.1989,-35.4608,28.95,60,20,6.51,BR,1670261732
340,mersing,2.4312,103.8405,24.95,88,20,2.57,MY,1670261733
341,chutove,49.7104,35.1603,-5.82,45,32,5.38,UA,1670261733
342,ankang,32.68,109.0172,5.11,66,56,0.56,CN,1670261733
343,tazovskiy,67.4667,78.7,-7.73,93,100,8.12,RU,1670261734
344,zhigansk,66.7697,123.3711,-26.89,98,100,0.89,RU,1670261734
345,kapoeta,4.7717,33.5903,29.62,32,37,2.4,SS,1670261735
346,mordovo,52.0834,40.77,-7.85,55,7,2.3,RU,1670261735
347,praia,14.9215,-23.5087,26.3,50,40,6.69,CV,1670261735
348,tricase,39.9304,18.3553,14.96,94,0,4.84,IT,1670261736
349,porto santo,33.072,-16.3415,19.21,68,20,3.6,PT,1670261736
350,bima,-8.4667,118.7167,24.63,91,100,1.37,ID,1670261736
351,along,28.1667,94.7667,12.73,66,9,0.76,IN,1670261737
352,kodarma,24.4667,85.6,13.69,43,0,1.9,IN,1670261534
353,sterling,39.0062,-77.4286,9.43,58,75,5.14,US,1670261651
354,henties bay,-22.116,14.2845,15.38,82,3,4.35,NA,1670261737
355,iroquois falls,48.7669,-80.6831,-3.38,75,64,2.97,CA,1670261738
356,itarema,-2.9248,-39.9167,29.61,61,17,8.96,BR,1670261738
357,thap than,15.4606,99.8917,23.74,82,55,0.72,TH,1670261738
358,klaksvik,62.2266,-6.589,3.51,68,60,11.35,FO,1670261738
359,west plains,36.7281,-91.8524,7.76,77,100,3.13,US,1670261739
360,odienne,9.51,-7.5692,29.19,44,98,1.0,CI,1670261739
361,haines junction,60.7522,-137.5108,-23.03,77,74,0.51,CA,1670261740
362,kodiak,57.79,-152.4072,3.73,100,100,2.57,US,1670261713
363,rio gallegos,-51.6226,-69.2181,11.03,58,40,3.6,AR,1670261740
364,koygorodok,60.445,50.9968,-15.34,92,88,2.01,RU,1670261740
365,dhidhdhoo,6.8833,73.1,26.72,78,100,5.24,MV,1670261741
366,aklavik,68.2191,-135.0107,-26.39,86,37,9.86,CA,1670261741
367,karabash,55.4808,60.2157,-17.5,100,100,0.21,RU,1670261741
